hip,ra,dec,mag,spect,con,proper,dist,bayer
49583,10.122209,16.762664,3.48,A0Ib,Leo,,389.1051,Eta
49593,10.123821,35.244693,4.49,A7V,LMi,,28.2406,
49619,10.126589,-48.26082,6.4,B3III,Vel,,354.6099,
49637,10.131742,9.997508,4.39,K4III,Leo,,90.5797,
49641,10.1323,-0.371637,4.48,A0III,Sex,,86.881,Alp
49642,10.132398,-62.221416,6.45,Ap Si,Car,,210.5263,
49645,10.133793,-37.333445,6.34,K0III,Ant,,135.318,
49658,10.137749,31.604053,6.23,F4V,LMi,,61.237,
49669,10.139532,11.967207,1.36,B7V,Leo,Regulus,24.3132,Alp
49688,10.142888,83.918372,6.31,K0,Cam,,404.8583,
49689,10.143174,-15.611939,6.25,A0V,Hya,,173.6111,
49698,10.145223,-65.815438,5.26,K0III,Car,,113.2503,
49712,10.148957,-51.811261,4.85,B3IV,Vel,,408.1633,
49764,10.158386,-68.682779,5.8,A0IV,Car,,209.205,
49769,10.158841,-35.856771,6.14,G1V,Ant,,31.6356,
49802,10.165691,-12.095305,6.24,A5m,Hya,,84.8176,
49809,10.168302,-12.815923,5.3,F2/F3IV/V,Hya,,27.7393,
49812,10.168761,-8.40817,5.91,A1V,Sex,,182.8154,
49841,10.176467,-12.354083,3.61,K0III,Hya,,34.5066,Lam
49844,10.177142,-41.715247,5.98,K3III,Vel,,69.4444,
49865,10.182184,-8.418462,5.64,K2III,Sex,,145.1379,
49870,10.183047,40.661608,6.34,K3III:,LMi,,192.6782,
49893,10.186884,37.4019,5.86,K3III,LMi,,195.6947,
49900,10.188268,-7.316626,6.23,A2Vn,Sex,,151.0574,
49926,10.193187,-58.827762,6.07,M5III,Car,,245.7002,
49929,10.193947,13.355114,6.43,F7V,Leo,,64.5995,
49934,10.19624,-58.060544,5.7,B2IVnpe,Car,,390.625,
49967,10.200793,-28.605956,6.28,A0V,Ant,,152.6718,
49994,10.206373,-52.163242,6.16,K2IIICN...,Vel,,110.011,
50013,10.210547,-19.15304,6.45,F7V,Hya,,41.3223,
50027,10.213435,4.61468,5.77,K0III:,Sex,,127.551,
50044,10.216988,-59.918088,6.07,B4Ve,Car,,746.2687,
50066,10.222069,-27.028891,6.23,A9m...,Hya,,144.7178,
50067,10.222553,-61.658829,6.42,B2V,Car,,293.2551,
50069,10.222861,-56.586697,6.48,K2III,Vel,,200.8032,
50070,10.223016,-51.232971,5.27,A7V,Vel,,51.8941,
50075,10.223548,-33.031722,6.38,G0V,Ant,,22.8467,
50078,10.224448,-51.755788,5.78,A3IV/V,Vel,,104.712,
50083,10.225184,-66.372811,5.15,Am,Car,,94.3396,
50099,10.228961,-70.037903,3.29,B8III,Car,,104.8218,Ome
50103,10.229427,-40.346056,5.91,K1III,Ant,,147.2754,
50109,10.230474,27.135819,6.05,G5III-IV,Leo,,157.2327,
50122,10.232379,-40.310774,6.33,G8III,Ant,,139.8601,
50142,10.235823,-23.813946,6.36,M1III,Hya,,363.6364,
50174,10.241598,21.168058,6.02,F9V,Leo,,56.8182,
50191,10.245607,-42.121942,3.85,A2V,Vel,,31.0752,
50218,10.251762,31.468066,6.47,G8III,LMi,,203.252,
50222,10.252127,59.985539,6.18,M0IIIvar,UMa,,653.5948,
50232,10.254624,-54.974207,6.16,B2IV-V,Vel,,471.6981,
50234,10.255799,-36.517717,6.17,K0III,Ant,,107.4114,
50241,10.258767,-43.112369,5.59,K4III,Vel,,155.521,
50287,10.267565,-59.903411,6.22,A5V,Car,,81.6993,
50292,10.269166,-11.203419,6.08,K0,Sex,,197.2387,
50303,10.270677,29.310501,5.49,A0Vn,LMi,,79.9361,
50316,10.274469,28.682479,6.46,G0V,LMi,,33.1895,
50319,10.275639,23.503095,5.95,G2IV,Leo,,31.1721,
50332,10.277819,-51.204636,6.2,M4/M5III,Vel,,219.2982,
50333,10.277983,13.728334,5.42,M1III,Leo,,179.5332,
50335,10.278171,23.417311,3.43,F0III,Leo,Adhafera,84.0336,Zet
50336,10.278268,25.370705,5.84,K2III:,Leo,,108.9325,
50371,10.28472,-61.332304,3.39,K3II,Car,,201.6129,
50372,10.284952,42.914365,3.45,A2IV,UMa,Tania Borealis,42.1585,Lam
50384,10.287378,23.10622,5.81,F8Vw,Leo,,22.805,
50391,10.288941,-46.834942,6.48,A8V+...,Vel,,64.6831,
50414,10.293834,-8.068914,5.25,F2III,Sex,,59.312,Eps
50448,10.300583,65.108351,5.74,A8III,UMa,,79.5545,
50456,10.302109,-28.992,5.52,B9.5Ib/II,Ant,,813.0081,
50480,10.307847,-41.66849,5.97,B9V,Vel,,163.1321,
50485,10.309123,43.048445,6.48,G5,UMa,,37.1058,
50492,10.310516,-36.804572,6.31,K2/K3III,Ant,,163.9344,
50493,10.310561,-56.110393,5.8,F6V,Vel,,36.062,
50509,10.316317,46.760778,6.42,K1III,UMa,,216.9197,
50516,10.316864,24.712138,6.42,K0,Leo,,366.3004,
50520,10.318083,-64.676258,5.66,A1V,Car,,80.3213,
50536,10.321353,-12.528132,6.01,A8III,Hya,,65.6599,
50546,10.324117,48.396762,6.0,K0,UMa,,44.405,
50552,10.325651,-5.106148,6.38,K0,Sex,,91.659,
50555,10.326877,-55.029305,4.59,K3II,Vel,,568.1818,
50562,10.328344,-65.137238,6.35,K2II,Car,,436.6812,
50564,10.328938,19.470914,4.78,F6IV,Leo,,21.3675,
50583,10.332873,19.841489,2.01,K0III,Leo,Algieba,39.8883,Gam-1
50584,10.333189,-9.059004,6.31,F1IV,Sex,,53.8793,
50606,10.337452,53.779391,6.45,F9V,UMa,,31.1429,
50609,10.337977,-47.69909,5.66,K5/M0III,Vel,,515.4639,
50635,10.34199,54.216839,6.01,K3III:,UMa,,162.6016,
50676,10.348557,-56.04322,4.5,B3III,Vel,,352.1127,
50685,10.350943,68.747651,5.88,A7Vn,UMa,,123.3046,
50693,10.352211,-17.984959,6.5,F3IV,Hya,,62.461,
50728,10.357963,-23.710834,6.47,A4IV/V,Hya,,106.0445,
50755,10.363973,14.975773,6.16,A1V,Leo,,142.6534,
50785,10.369569,-58.265572,6.34,G6III,Car,,110.9878,
50786,10.369607,41.22953,5.73,F7V,UMa,,39.4322,
50790,10.370261,-19.866571,6.12,A0V,Hya,,184.1621,
50799,10.372108,-41.64996,4.82,K1IIIvar,Vel,,62.5,
50801,10.372155,41.499516,3.06,M0III SB,UMa,Tania Australis,70.6215,Mu
50847,10.382824,-66.901498,4.97,B8V,Car,,123.1527,
50851,10.383458,6.542643,6.06,K3III,Leo,,71.1238,
50860,10.385091,33.908145,5.89,A6V,LMi,,74.2942,
50868,10.386983,-30.162263,6.25,A9IV,Ant,,55.4324,
50885,10.390688,-4.074035,5.93,B9p Si(CrSr),Sex,,104.1667,
50887,10.391214,-0.902244,6.45,G5,Sex,,77.4593,
50888,10.391478,-38.009839,5.34,A8V,Ant,,41.4594,
50893,10.392405,-3.642854,6.39,K5,Sex,,425.5319,
50903,10.394624,-41.953189,6.24,K0IV,Vel,,72.8863,
50904,10.394933,29.615856,6.36,G8III,LMi,,114.9425,
50916,10.397401,-57.953933,6.34,K5Ib-II,Car,,268.8172,
50933,10.402182,65.566423,4.94,A0sp...,UMa,,104.0583,
50935,10.40239,33.718531,5.52,K1III,LMi,,130.039,
50939,10.40366,2.368018,6.33,G9V,Sex,,94.0734,
50954,10.406592,-74.031612,3.99,F2IV,Car,,16.2232,
50976,10.412375,-73.971732,6.18,A2/A3V,Car,,143.2665,
50993,10.416516,-58.576303,5.93,F2III,Car,,95.9693,
51008,10.420887,8.784845,5.61,M2IIIs,Leo,,314.4654,
51014,10.421449,-42.467404,6.18,G8III,Vel,,180.5054,
51046,10.428964,-7.059829,5.6,M0.5III,Sex,,121.6545,
51047,10.429149,35.42543,6.49,K1III,LMi,,126.1034,
51056,10.431895,33.79612,4.72,F0V,LMi,,71.5308,
51069,10.434842,-16.83629,3.83,K4III,Hya,,71.7875,Mu
51077,10.43607,-42.738494,6.13,K1III,Vel,,98.0392,
51117,10.443587,-0.988055,6.33,K0,Sex,,250.6266,
51140,10.446924,-54.877302,5.58,K3II/III,Vel,,621.118,
51161,10.450135,19.364538,6.15,K0,Leo,,104.8218,
51172,10.45253,-31.067779,4.28,K4III,Ant,,112.2334,Alp
51192,10.456798,-57.638805,4.65,A6Ia,Car,,100000.0,
51194,10.457042,-65.704664,6.0,A2V,Car,,68.4463,
51200,10.457792,41.601035,6.0,A2V,UMa,,66.0939,
51213,10.460831,9.762396,6.01,A0sp...,Leo,,129.199,
51232,10.464649,-58.739403,3.81,F2II,Car,,411.5226,
51233,10.464727,36.707212,4.2,G8III-IV,LMi,,47.1921,Bet
51245,10.467247,-49.405801,6.1,K4III,Vel,,224.2152,
51248,10.467738,48.784901,6.42,G1V,UMa,,22.9095,
51265,10.471742,-63.164565,6.42,B2/B3III:ne,Car,,357.1429,
51290,10.476812,45.212211,6.37,K0,UMa,,369.0037,
51302,10.478878,-3.742385,6.05,A1sp...,Sex,,79.2393,
51313,10.481274,-64.172278,5.27,K3Ib,Car,,813.0081,
51327,10.484362,-65.176244,6.42,M1III,Car,,204.0816,
51362,10.491306,-2.739078,5.19,B9.5V,Sex,,98.7167,Del
51364,10.491383,-29.663832,5.58,K3III,Hya,,110.1322,
51376,10.493161,-30.607065,5.57,B9/B9.5V,Ant,,133.1558,Del
51384,10.495037,84.252009,5.52,F0IV,Cam,,40.6339,
51401,10.498453,65.626233,6.32,K2III:,UMa,,101.2146,
51420,10.501792,38.925132,5.79,A4V,LMi,,231.4815,
51425,10.502445,-66.984654,6.19,B4IV,Car,,268.8172,
51437,10.504855,-0.637026,5.08,B6V,Sex,,124.0695,Bet
51438,10.505581,-71.992793,4.72,A2III,Car,,79.8722,
51448,10.507396,64.257689,6.07,A7III,UMa,,94.2507,
51459,10.510461,55.980536,4.82,F8V,UMa,,12.7796,
51461,10.510901,-61.356474,6.41,M2III,Car,,225.7336,
51490,10.516323,-7.63755,6.2,K5III+...,Sex,,348.4321,
51491,10.516622,-13.58847,5.59,B8/B9IV/V,Hya,,160.2564,
51495,10.517242,-73.22149,4.94,K4/K5III,Car,,316.4557,
51502,10.518048,82.558587,5.25,F2V,Cam,,21.5008,
51523,10.522775,-53.715484,4.89,F6V,Vel,,21.8103,
51551,10.53019,-28.237103,6.04,F6/F7V,Hya,,42.6985,
51556,10.530937,32.379554,5.9,A0IV,LMi,,78.0031,
51560,10.532401,-45.06966,6.04,B4,Vel,,194.5525,
51561,10.532622,-45.06671,5.76,B9,Vel,,166.9449,
51576,10.533743,-61.685332,3.3,B4Vne,Car,,148.1481,
51585,10.536604,14.13727,5.43,M2III,Leo,,212.766,
51610,10.54267,-44.618508,5.91,G6/G8III,Vel,,121.8027,
51623,10.546615,-58.666745,5.98,A2Iab,Car,,100000.0,
51624,10.546853,9.306586,3.84,B1Ib SB,Leo,,100000.0,Rho
51635,10.54913,-47.003353,5.02,K4III,Vel,,401.6064,
51658,10.553865,40.42556,4.72,A7IV,UMa,,34.626,
51676,10.557054,-58.190149,6.09,B7Ia,Car,,100000.0,
51685,10.558587,34.988695,5.57,A2Vn,LMi,,209.6436,
51718,10.566912,-23.745165,5.08,K5III,Hya,,244.4988,
51732,10.570199,-60.987629,6.25,K2/K3III,Car,,259.0674,
51775,10.580004,6.953749,5.07,G8II-III,Leo,,81.5661,
51795,10.582696,-23.176248,6.1,F6V,Hya,,65.9196,
51802,10.583933,8.650425,5.67,A2V,Leo,,131.406,
51808,10.584878,75.712948,4.86,K0III,Dra,,75.815,
51814,10.586017,57.082637,5.16,F1V,UMa,,26.5252,
51816,10.586229,-43.664587,6.09,G8/K0II/III,Vel,,348.4321,
51821,10.586905,-39.562589,5.5,C,Ant,,268.0965,
51835,10.59022,-76.308986,6.29,K2III,Cha,,142.0455,
51839,10.591166,-78.607786,4.11,M0III,Cha,,128.041,Gam
51849,10.59314,-57.557636,4.45,K3/K4II,Car,,361.0108,
51852,10.594129,-18.568978,6.49,A5IV/V,Hya,,79.4281,
51883,10.600558,80.494629,6.48,G4III:,Dra,,160.2564,
51885,10.601252,-26.675479,6.29,F5V,Hya,,41.2541,
51905,10.604628,-16.344326,6.01,M1III,Hya,,232.0186,Phi-2
51912,10.605706,-59.564392,5.08,K1III,Car,,80.5153,
51914,10.605949,36.326927,6.29,F3V,LMi,,47.9616,
51933,10.608994,-12.230121,5.71,F7V,Hya,,25.0752,
51979,10.620481,-27.412634,4.87,M1III,Hya,,149.4768,
51984,10.621144,-53.85526,6.43,B3Vn,Vel,,438.5965,
51986,10.621717,-48.22562,3.84,A3m+...,Vel,,26.8384,
52004,10.624187,-58.733339,5.47,A0Ia,Car,,100000.0,
52009,10.625909,-13.384543,4.89,C,Hya,,208.3333,
52032,10.631185,34.078623,6.42,K0,LMi,,442.4779,
52043,10.63407,-57.256309,5.89,B3IV,Car,,308.642,
52085,10.643043,-16.876572,4.91,G8III,Hya,,64.5578,Phi-3
52098,10.645337,31.976237,4.68,G0II,LMi,,177.305,
52102,10.645834,-59.182997,4.69,K4/K5III:,Car,,719.4245,
52103,10.645941,-59.26242,6.5,B4/B5III/IV,Car,,452.4887,
52112,10.64731,-42.753443,6.1,Am+...,Vel,,198.0198,
52113,10.647337,-12.443618,6.04,A0Vn,Hya,,111.3586,
52127,10.649906,-58.816854,5.96,M1III,Car,,209.205,
52136,10.651581,53.6683,5.55,K3III,UMa,,139.0821,
52139,10.65213,37.91,5.84,F9V,LMi,,52.3286,
52150,10.654424,-74.493384,6.08,K3II,Car,,436.6812,
52154,10.655112,-55.603268,4.29,G2II,Vel,,257.732,
52160,10.656346,-64.111788,6.33,B8V,Car,,146.1988,
52221,10.669848,-65.100209,5.51,B9p Si,Car,,160.5136,
52273,10.680984,-35.741718,6.36,G8/K0III+..,Ant,,277.0083,
52308,10.6882,-59.676916,6.35,WN7 + A(SB1),Car,,100000.0,
52316,10.690052,-1.741491,6.25,K1IV,Sex,,36.8189,
52338,10.696747,68.443499,5.74,K3III,UMa,,157.4803,
52340,10.697657,-79.783288,5.97,B5IV,Cha,,284.0909,
52353,10.69908,65.71628,5.12,K2IIIvar,UMa,,69.541,
52366,10.70313,31.696998,6.02,M2III,LMi,,248.7562,
52370,10.703926,-64.466426,4.76,B3V,Car,,139.0821,
52391,10.708715,-13.974514,6.24,K3/K4III:,Hya,,254.4529,
52405,10.711269,-59.215759,5.36,B2.5Ia,Car,,100000.0,
52407,10.711997,-32.715673,5.63,A0V,Ant,,187.2659,
52419,10.715949,-64.39445,2.74,B0Vp,Car,,139.6648,The
52422,10.717191,26.325577,5.51,A4Vn,LMi,,48.3793,
52425,10.717789,69.076214,5.01,K3III,UMa,,128.041,
52452,10.722478,4.747669,5.77,K3III+...,Sex,,169.4915,
52457,10.7236,23.188404,5.08,A3Vn,LMi,,70.2741,
52468,10.725639,-60.566619,4.58,K3Ib,Car,,349.6503,
52469,10.725822,46.203877,5.18,F5III,UMa,,37.092,
52478,10.728702,57.199203,5.79,A0Vs,UMa,,113.3787,
52487,10.73089,-64.249042,5.74,B3:V,Car,,359.7122,
52488,10.731184,-60.117783,6.45,WN7 + A,Car,,100000.0,
52502,10.735258,-63.961072,4.8,B5Vn,Car,,150.8296,
52513,10.737375,19.758834,6.27,A5V,Leo,,66.9344,
52520,10.73891,-70.859721,6.25,A5IV/V,Car,,103.4126,
52526,10.739699,-59.99332,6.32,B0Ib:,Car,,598.8024,
52535,10.74088,-72.443498,6.26,F6V,Car,,32.1234,
52537,10.742331,-70.855255,6.43,A6IV,Car,,100.6036,
52577,10.751118,67.411384,5.95,C5II,UMa,,380.2281,
52584,10.752627,2.48797,6.27,K4III,Sex,,147.0588,
52595,10.754546,-80.469597,5.46,K0III,Cha,,106.8376,Del-1
52633,10.763087,-80.540188,4.45,B2.5IV,Cha,,107.5269,Del-2
52638,10.764416,30.682313,5.36,A1Vn,LMi,,117.2333,
52660,10.768245,6.373183,6.38,K1III:,Leo,,99.6016,
52678,10.771269,-64.514559,5.33,B7:V,Car,,145.9854,
52679,10.771414,-60.602872,6.26,A0IV,Car,,120.3369,
52685,10.772919,57.365914,6.34,M1III,UMa,,214.5923,
52686,10.773484,18.891523,5.5,K3III,Leo,,57.2082,
52689,10.773689,14.194645,5.49,G4III:,Leo,,88.1057,
52701,10.774889,-64.263242,5.23,B7IV,Car,,145.9854,
52709,10.776984,-43.192673,6.29,A4IV,Vel,,72.4113,
52727,10.779488,-49.420255,2.69,G5III SB,Vel,,35.9195,Mu
52730,10.780024,-69.209786,6.34,A2IV,Car,,763.3588,
52736,10.780898,-64.383474,4.87,B3IV,Car,,147.2754,
52737,10.781127,-17.296874,5.44,A3V,Hya,,63.1313,
52742,10.782634,-56.757192,5.14,B8/B9III,Vel,,161.2903,
52785,10.791836,-69.437733,6.35,B2IV,Car,,427.3504,
52797,10.794001,-57.467411,6.29,M1II,Car,,769.2308,
52806,10.795646,-59.875257,6.47,B5Vvar,Car,,357.1429,
52815,10.798206,-64.262842,6.46,B9.5V,Car,,145.3488,
52827,10.801503,-59.919163,5.98,A0Ia,Car,,100000.0,
52841,10.803921,-31.68785,5.87,A1V,Hya,,143.0615,
52863,10.811266,-1.958896,5.92,M2III,Sex,,167.5042,
52877,10.813852,65.132491,6.4,A1V,UMa,,120.7729,
52882,10.815899,29.416057,6.15,K0,LMi,,181.1594,
52911,10.820953,10.545202,5.32,A2V,Leo,,116.6861,
52922,10.823457,-59.323793,5.85,B9.5IV/V,Car,,225.7336,
52929,10.824669,63.810029,6.42,K0,UMa,,276.2431,
52943,10.827079,-16.193648,3.11,K0/K1III,Hya,,44.0723,Nu
52948,10.828747,-9.852695,5.85,G8III:,Sex,,104.4932,
52959,10.831591,27.973948,6.05,F5V,LMi,,86.6551,
52965,10.832506,-34.058183,5.61,A1V,Ant,,132.4503,
52980,10.838349,-8.897763,5.8,A3m,Sex,,95.2381,
53035,10.851502,-3.092667,5.95,K2,Sex,,155.0388,
53043,10.853067,56.58225,5.66,K2III,UMa,,109.529,
53064,10.856594,59.320119,5.57,K2III,UMa,,83.5422,
53100,10.863028,-57.272315,6.29,A6III,Car,,170.3578,
53141,10.87047,1.024973,6.37,A3V,Leo,,273.9726,
53151,10.874628,-79.559437,6.36,K2II/III,Cha,,621.118,
53154,10.875236,-57.240405,5.26,B9Ia,Car,,100000.0,
53157,10.875578,52.503605,6.44,K2III,UMa,,96.9932,
53167,10.876692,-0.201657,6.31,K5III,Leo,,274.7253,
53229,10.888526,34.214871,3.79,K0III-IV,LMi,Praecipua,29.0867,
53231,10.889215,-58.893453,6.26,B5V,Car,,349.6503,
53240,10.890267,-2.255209,6.12,K0III+...,Leo,,79.3021,
53252,10.891536,-20.138731,5.23,F6V,Hya,,30.8071,
53253,10.891559,-58.853171,3.78,K0III-IV...,Car,,29.129,
53257,10.891986,69.853881,5.91,G9IV,UMa,,44.287,
53259,10.892473,-15.445825,6.34,K2III,Crt,,73.8007,
53260,10.892615,-56.420501,6.45,K2III,Vel,,100000.0,
53261,10.892911,54.585128,5.12,K3III,UMa,,200.4008,
53272,10.895031,-70.720337,5.99,B6V,Car,,233.1002,
53273,10.895476,-2.129205,5.45,G8III,Leo,,95.8773,
53295,10.899648,43.189956,4.66,A1Vs,UMa,,75.5287,Ome
53316,10.904938,-13.758036,5.65,K0III + (G),Crt,,151.0574,
53334,10.908222,-61.826622,5.95,K4III,Car,,442.4779,
53355,10.911714,25.490722,6.19,A8V,LMi,,118.9061,
53377,10.916163,34.034798,5.73,G7III:,UMa,,88.8889,
53379,10.916948,-42.251098,6.08,A0p...,Vel,,149.925,
53387,10.919881,-20.664963,6.45,K1III,Hya,,179.2115,
53394,10.921456,-60.517003,5.93,K0III,Car,,93.4579,
53411,10.924228,-43.020528,6.4,A0V,Vel,,100.1001,
53417,10.92689,24.749718,4.3,A1,Leo,,87.9507,
53423,10.928444,0.736922,5.91,F2III,Leo,,44.8632,
53426,10.928999,33.506929,5.02,K1III,UMa,,72.6216,
53449,10.933742,6.185371,5.91,M5IIIvar,Leo,,119.1895,
53465,10.937365,42.008155,6.03,K2III,UMa,,95.511,
53472,10.938015,22.351682,6.17,K2,Leo,,230.9469,
53492,10.942897,25.500244,6.36,K0,LMi,,78.4929,
53502,10.945289,-37.137765,4.6,K0III,Ant,,58.2751,Iot
53530,10.952183,-50.765018,5.9,A7Vni,Vel,,102.9866,
53546,10.954389,-75.099761,6.16,K1II,Car,,961.5385,
53556,10.955613,-69.038055,6.48,B7V,Car,,267.3797,
53589,10.963386,-59.73219,6.36,G3Ia,Car,,100000.0,
53699,10.98715,-33.737595,5.7,F2V,Hya,,48.5201,
53701,10.98723,-61.320739,6.16,B8IV,Car,,118.2033,
53702,10.987258,-84.593893,6.19,A1V,Oct,,105.4852,Eta
53706,10.9883,51.882359,6.22,K0,UMa,,211.8644,
53721,10.99112,40.430257,5.03,G0V,UMa,Chalawan,14.0627,
53723,10.991925,-16.353701,5.88,M1III,Crt,,202.8398,
53726,10.992438,36.0931,5.99,M2III,UMa,,253.8071,
53740,10.996244,-18.298783,4.08,K1III,Crt,Alkes,48.8043,Alp
53761,10.99916,77.770174,6.18,G9III,Dra,,161.2903,
53762,10.999831,-43.80711,5.81,B8/B9V,Vel,,93.5454,
53771,11.002306,-51.8178,6.15,A3III/IV,Vel,,61.0874,
53773,11.002572,-42.225859,4.37,A3IV,Vel,,60.1685,
53778,11.003248,-14.083368,5.86,K5III,Crt,,142.6534,
53781,11.004084,45.526276,5.47,K5III,UMa,,253.1646,
53791,11.00575,42.911724,6.03,F9V,UMa,,44.3459,
53798,11.007101,51.502101,6.41,G9III,UMa,,175.7469,
53807,11.009347,3.617494,4.84,K1III,Leo,,110.4972,
53811,11.010078,-53.111831,6.44,K3III,Vel,,122.2494,
53818,11.011331,-31.839368,6.06,F8V,Hya,,31.3873,
53824,11.012445,6.101449,4.98,A5III,Leo,,46.3607,
53838,11.014009,39.212092,5.06,Am,UMa,,115.4734,
53849,11.015941,-15.792682,6.35,K0III,Crt,,145.1379,
53860,11.018249,63.42111,6.38,A2m,UMa,,89.3655,
53907,11.030465,-2.484585,4.73,K5III,Leo,,179.2115,
53910,11.030677,56.382427,2.34,A1V,UMa,Merak,24.4499,Bet
53940,11.03718,-41.114145,6.48,M4III,Vel,,448.4305,
53954,11.038827,20.179842,4.42,A1m,Leo,,38.8651,
53963,11.040125,-26.831505,6.21,A9III/IV,Hya,,56.0852,
54027,11.054039,-0.752344,6.12,F0V,Leo,,55.9284,
54029,11.054133,-11.30347,5.51,G7III...,Crt,,103.8422,
54030,11.054461,-31.960849,6.44,M2/M3III,Hya,,214.1328,
54038,11.057604,70.03074,6.44,K0,UMa,,238.0952,
54048,11.060149,-13.43492,6.34,G8III,Crt,,165.5629,
54049,11.060164,-0.000833,5.95,K3III,Leo,,185.8736,
54061,11.062155,61.751033,1.81,F7V comp,UMa,Dubhe,37.679,Alp
54082,11.066733,-57.955331,6.16,B3III,Car,,840.3361,
54136,11.075344,38.241365,6.01,A3III-IV,UMa,,78.8644,
54137,11.075343,-47.679103,5.67,A8III/IV,Vel,,87.6424,
54173,11.081721,-35.804678,5.43,A0V,Ant,,158.7302,
54182,11.083619,7.336007,4.62,F2III-IVvar,Leo,,28.9939,Chi
54185,11.084478,-49.392299,6.11,B9V,Vel,,149.7006,
54204,11.088867,-27.293612,4.92,F3IV/V,Hya,,43.2339,Chi-1
54214,11.092776,-11.088901,6.09,F0Vn,Crt,,59.7015,
54255,11.099324,-27.287853,5.69,B8V,Hya,,212.3142,Chi-2
54264,11.101595,-51.21292,6.28,G6IV,Cen,,124.533,
54289,11.106747,-64.839972,6.39,A3V,Car,,134.5895,
54291,11.107648,-50.956725,6.31,K2II,Cen,,117.096,
54294,11.108137,-58.675021,6.07,K2II/III,Car,,398.4064,
54301,11.109015,-62.424113,4.62,G8III,Car,,122.1001,
54319,11.11223,17.737364,6.4,K5,Leo,,293.2551,
54327,11.113866,-70.87793,5.58,B2V,Car,,252.5253,
54336,11.115058,1.955525,5.52,G9IIICN...,Leo,,63.2111,
54360,11.121308,-42.638681,5.15,Ap SrCrEu,Cen,,84.1043,
54380,11.126149,-48.639982,6.44,K3III,Cen,,173.0104,
54388,11.127696,23.323762,6.48,A5m,Leo,,77.4593,
54430,11.137715,-29.972486,6.47,A1V,Hya,,132.8021,
54461,11.142778,-61.947175,5.11,B9Ia,Car,,100000.0,
54463,11.143165,-58.975037,3.93,G0Ia0,Car,,100000.0,
54477,11.145557,-28.08067,5.43,A1V,Hya,,55.6483,
54487,11.146969,24.658464,5.7,A3IV,Leo,,141.2429,
54522,11.155302,36.309379,5.71,M3.5III,UMa,,117.096,
54537,11.160699,43.207736,5.89,M2III,UMa,,168.0672,
54539,11.161062,44.498487,3.0,K1III,UMa,,44.3066,Psi
54540,11.161074,67.210208,6.07,F0sp...,UMa,,111.2347,
54561,11.164831,-32.367529,5.79,A1V,Hya,,120.919,
54673,11.191545,-71.436189,6.34,K2/K3III,Car,,173.913,
54682,11.194302,-22.825847,4.46,A1V,Crt,,104.2753,Bet
54688,11.195488,14.400153,6.3,A5V,Leo,,56.1798,
54703,11.199401,-26.806114,6.43,K0III,Hya,,138.6963,
54708,11.200991,-58.423355,6.24,M4III,Car,,242.7184,
54718,11.202837,-46.266761,6.27,A1V,Cen,,90.009,
54721,11.203031,68.27187,6.4,A3V,UMa,,90.7441,
54725,11.204108,-32.433793,6.35,M2/M3III,Hya,,281.6901,
54742,11.208437,-18.499862,6.11,A0V,Crt,,153.8462,Psi
54745,11.208996,35.81408,6.41,G0V,UMa,,21.925,
54746,11.209191,-49.100996,5.37,A2III,Cen,,50.4032,
54749,11.209667,-21.749339,6.39,K3III,Crt,,189.7533,
54751,11.210005,-60.317625,4.59,A6Ia,Car,,100000.0,
54767,11.212568,-64.16977,5.22,B9V,Car,,95.8773,
54783,11.215757,-49.73609,6.12,G8II/III,Cen,,260.4167,
54811,11.220746,-44.372216,5.77,K5/M0III,Cen,,192.6782,
54829,11.225219,-59.619318,5.74,B1.5V,Car,,675.6757,
54840,11.227611,-53.231813,5.75,K2III,Cen,,130.039,
54842,11.227804,41.088837,6.33,K2III,UMa,,114.0251,
54849,11.22932,-0.069502,5.4,A0V,Leo,,161.8123,
54863,11.233843,8.060695,5.79,K3III,Leo,,60.5694,
54872,11.235138,20.523717,2.56,A4V,Leo,Zosma,17.9147,Del
54879,11.237335,15.42957,3.33,A2V,Leo,Chertan,50.6073,The
54929,11.248368,-43.733703,6.22,K4III,Cen,,244.4988,
54951,11.253397,23.095502,4.56,M3III,Leo,,294.1176,
55003,11.261877,-57.355882,6.42,A3V,Car,,193.7984,
55016,11.264417,13.307578,5.31,K3III,Leo,,118.4834,
55068,11.274405,-45.880012,6.3,F3V,Cen,,52.0021,
55084,11.277695,-3.651601,4.45,A7IVn,Leo,,56.4653,Phi
55086,11.278299,49.47625,5.88,K0III:,UMa,,137.5516,
55106,11.282827,-7.134689,6.11,A2p...,Crt,,129.5337,
55130,11.286672,-38.014367,6.24,A1V,Cen,,72.6744,
55133,11.287315,-41.934326,6.46,A0V,Cen,,105.3741,
55137,11.288167,2.010556,5.18,M0III comp,Leo,,101.833,
55140,11.288619,-67.823515,6.06,M2III,Car,,746.2687,
55164,11.29413,-34.737348,6.44,F3V,Hya,,47.4608,
55219,11.307983,33.094306,3.49,K3III SB,UMa,Alula Borealis,122.399,Nu
55225,11.309511,-79.668651,6.35,A8IIIm...,Cha,,61.1247,
55249,11.315266,1.650395,5.9,K0III:,Leo,,90.2527,
55266,11.318864,38.185557,4.76,A2V,UMa,,58.8235,
55280,11.321297,-64.582491,5.99,F6IV,Car,,36.6838,
55282,11.322347,-14.778541,3.56,K0III,Crt,,56.9476,Del
