hip,ra,dec,mag,spect,con,proper,dist,bayer
24873,5.333062,-12.315585,5.29,B7/B8V,Lep,,102.2495,Nu
24879,5.333589,33.958054,5.05,A5IIvar,Aur,,636.9427,
24881,5.333977,44.425383,6.49,K0,Aur,,247.5248,
24902,5.337409,41.086212,5.46,A3V,Aur,,84.9618,
24909,5.339086,-34.698856,6.34,F0/F2IV,Col,,160.5136,
24914,5.339615,62.653711,5.64,K4Iab:,Cam,,628.9308,
24925,5.340669,-5.367528,6.4,B8III,Ori,,281.6901,
24927,5.340811,-21.239763,4.7,A0V,Lep,,127.551,
24955,5.344635,66.746878,6.39,G5,Cam,,118.2033,
24960,5.345489,2.54478,6.43,G8IV,Ori,,144.0922,
24977,5.34906,19.814347,6.2,K0III,Tau,,168.6341,
24984,5.349815,27.957262,6.35,B9IV,Tau,,166.113,
25001,5.353524,29.569884,5.66,A1Vs,Aur,,88.574,
25007,5.354684,-34.345051,6.05,B5II/III,Col,,440.5286,
25011,5.355363,4.011948,6.49,B5Vp,Ori,,280.8989,
25028,5.358845,-0.416491,5.68,B3V,Ori,,307.6923,
25041,5.3621,8.428556,5.78,B1V...,Ori,,436.6812,
25044,5.362708,-0.382465,4.72,B2IV-V,Ori,,284.9003,
25045,5.362849,-24.772981,5.06,A2/A3,Lep,,107.8749,
25048,5.363448,41.804572,5.22,B5V,Aur,,162.3377,Rho
25059,5.365364,-17.603631,6.47,K0III,Lep,,136.4256,
25098,5.372819,-56.134401,6.1,B8/B9V,Pic,,194.5525,Kap
25110,5.376036,79.231149,5.08,F6V,Cam,,20.8855,
25142,5.380556,3.544452,4.99,B1V,Ori,,476.1905,
25143,5.380644,41.02926,5.54,A3V,Aur,,89.6861,
25180,5.386665,-26.705433,6.49,F6V,Lep,,49.975,
25187,5.388475,-8.415595,5.99,B8+...,Ori,,122.6994,
25192,5.389686,28.936761,6.45,B9Vs,Aur,,162.6016,
25194,5.390006,-39.678423,5.73,M2III,Col,,199.2032,
25197,5.391065,57.544395,5.24,A0Vn,Cam,,103.0928,
25202,5.39171,-13.927352,5.25,B2IV,Lep,,505.0505,
25205,5.391963,5.323086,6.34,A2V,Ori,,84.7458,
25216,5.393807,16.699298,6.09,A2IV,Tau,,124.8439,
25223,5.395086,-0.159818,5.69,B1.5V,Ori,,268.8172,
25240,5.397592,-0.866622,6.13,F7V,Ori,,55.7103,
25247,5.399119,-7.808065,4.13,G8III,Ori,,48.2393,
25278,5.407071,17.383534,5.0,F8V SB,Tau,,14.3864,
25280,5.407914,-16.975781,5.64,A0V,Lep,,68.2594,
25281,5.407949,-2.397146,3.35,B1V + B2,Ori,,299.4012,Eta
25282,5.40803,-0.891328,5.07,K0III,Ori,,57.2082,
25288,5.410028,2.353165,6.33,B4IVn,Ori,,462.963,
25290,5.410674,31.223912,6.3,K1III...,Aur,,191.9386,
25291,5.4107,31.143148,5.94,B9III,Aur,,211.4165,
25292,5.410873,37.385346,5.02,K4III,Aur,,143.2665,Sig
25301,5.412445,36.199945,6.49,K2,Aur,,250.6266,
25302,5.412452,1.846445,4.89,B1V:pe,Ori,,318.4713,Psi-1
25303,5.412858,-52.316245,6.26,A0V,Pic,,157.2327,The
25317,5.415438,-44.225684,6.09,K1III,Pic,,144.9275,
25322,5.416508,73.707198,6.48,M0,Cam,,492.6108,
25329,5.417151,-10.328887,5.6,K5III,Ori,,133.8688,
25336,5.418851,6.349702,1.64,B2III,Ori,Bellatrix,77.3994,Gam
25368,5.426805,-1.491294,6.44,B3V,Ori,,225.2252,
25378,5.429727,0.520244,6.18,B2.5V,Ori,,380.2281,
25397,5.433285,-19.695399,5.78,F5V,Lep,,45.0248,
25401,5.43399,-5.518501,6.24,B9.5Vn,Ori,,204.0816,
25410,5.434923,16.700161,6.23,B2Vn,Tau,,179.5332,
25428,5.438198,28.60745,1.65,B7III,Tau,Elnath,41.0509,Bet
25429,5.438687,-58.91252,5.14,G6III,Dor,,140.4494,Lam
25453,5.444119,6.868658,6.41,A0Vn,Ori,,92.1659,
25471,5.44689,34.39181,5.92,A1p,Aur,,645.1613,
25473,5.447286,3.095674,4.59,B2IV,Ori,,348.4321,Psi-2
25475,5.447578,33.262258,6.18,K0,Aur,,100.8065,
25476,5.448422,35.457272,6.17,K2,Aur,,180.1802,
25482,5.449948,-68.622544,6.02,F0IV/V,Dor,,77.8816,
25486,5.451323,-11.900964,6.3,F7V:,Lep,,27.0416,
25488,5.451478,-40.94351,5.86,A7m,Col,,91.9118,
25492,5.452298,30.208603,5.69,B9Ib,Aur,,440.5286,
25499,5.452804,17.962216,5.4,B5V,Tau,,168.3502,
25502,5.45386,15.25763,6.18,A1IV,Ori,,130.3781,
25505,5.454278,2.3412,6.36,K0,Ori,,124.533,
25532,5.460139,-21.375713,6.08,K0III,Lep,,119.9041,
25539,5.460579,21.936965,4.88,B2.5IV,Tau,,191.5709,
25541,5.460802,34.475892,5.08,K4IIIp,Aur,,138.8889,Phi
25555,5.462669,15.874052,5.52,B9.5Vn,Tau,,130.039,
25580,5.466926,33.763703,6.41,F5,Aur,,33.8524,
25582,5.467075,1.298251,6.41,B2V,Ori,,395.2569,
25583,5.467114,17.23913,5.77,M1III,Tau,,187.9699,
25606,5.470756,-20.759441,2.81,G5II,Lep,Nihal,49.1642,Bet
25608,5.470926,-37.230767,5.56,A0V,Col,,87.7963,
25638,5.476326,13.678979,6.35,A4V,Ori,,93.5454,
25667,5.482475,-3.307429,6.39,A0Vn,Ori,,244.4988,
25695,5.487916,25.150215,5.47,B9Vn,Tau,,130.3781,
25708,5.489913,-3.446394,5.8,K1III...,Ori,,151.0574,
25730,5.494626,29.186464,6.2,F6III,Aur,,88.7311,
25732,5.494895,-0.802512,6.49,A2,Ori,,110.9878,
25737,5.49555,-1.092239,4.71,K5III,Ori,,155.7632,
25751,5.498548,1.78926,5.77,B2V,Ori,,438.5965,
25768,5.502632,-47.077655,5.46,G3IV,Pic,,44.1306,
25769,5.502835,63.06722,5.43,M1III,Cam,,288.1844,
25776,5.503869,-84.785104,6.18,A1V,Men,,112.2334,
25781,5.504408,-63.927686,6.19,F0IV,Dor,,113.8952,
25785,5.505534,4.204795,6.21,K2IIIvar,Ori,,166.113,
25786,5.505765,-7.434811,6.33,B2IV-V,Ori,,729.927,
25790,5.507268,15.360449,5.93,A3Vn,Ori,,77.5795,
25806,5.51204,22.462255,6.29,K0,Tau,,109.529,
25810,5.512522,39.825916,6.38,G9III,Aur,,175.4386,
25813,5.51307,5.948139,4.2,B5V,Ori,,92.8505,
25816,5.513514,41.461994,5.99,K0IIIp,Aur,,128.866,
25853,5.518785,-20.863659,5.53,A0V,Lep,,83.2639,
25859,5.520209,-35.470519,3.86,K1II/III,Col,,80.7103,Eps
25861,5.520703,3.292133,5.46,B1.5V,Ori,,348.4321,
25869,5.52247,-6.708379,6.23,B2V,Ori,,714.2857,
25887,5.526666,-45.925317,5.86,K3III,Pic,,168.0672,
25911,5.530002,85.938528,6.5,A5m,Cep,,101.5228,
25918,5.531318,-76.340964,5.18,K4III,Men,,31.3578,Gam
25923,5.532183,-7.301537,4.62,B0V,Ori,,877.193,Ups
25930,5.533445,-0.299092,2.25,O9.5II,Ori,Mintaka,212.3142,Del
25945,5.536875,18.594234,4.32,M2Ib,Tau,,549.4505,
25950,5.537262,17.058128,5.5,B7III,Tau,,917.4312,
25973,5.542707,57.221071,6.44,F8V,Cam,,42.6985,
25976,5.543883,0.011933,6.15,K5,Ori,,337.8378,
25980,5.54482,-1.591831,5.34,B1IV,Ori,,478.4689,
25984,5.545465,32.192022,4.71,B5Iab,Aur,,100000.0,Chi
25985,5.545504,-17.822289,2.58,F0Ib,Lep,Arneb,680.2721,Alp
25993,5.547613,-38.513371,5.45,K2/K3III,Col,,52.8262,
26001,5.549873,-64.227517,5.34,G8/K0III,Dor,,71.0227,
26019,5.552049,-35.139376,5.75,K0III,Col,,78.9266,
26054,5.557612,32.80118,6.5,A2m,Aur,,106.2699,
26063,5.558735,-1.156073,5.36,B1V,Ori,,450.4505,
26064,5.558786,18.540231,5.67,B2IV-Ve,Tau,,476.1905,
26069,5.560421,-62.489825,3.76,F6Ia,Dor,,308.642,Bet
26071,5.560616,34.72557,6.27,A3IV,Aur,,137.3626,
26072,5.560788,20.474216,6.19,B6V,Tau,,350.8772,
26079,5.562315,-54.902289,6.42,F8V,Pic,,55.7103,
26093,5.565079,14.305578,5.6,B3V,Ori,,136.7989,
26104,5.567353,-7.02375,6.45,K0,Ori,,160.7717,
26106,5.567747,-1.035726,6.24,B2.5V,Ori,,310.559,
26108,5.567791,-1.470253,5.92,K5III,Ori,,209.6436,
26126,5.571326,3.766895,5.32,A2V,Ori,,84.6024,
26149,5.574802,-0.012345,6.25,G5,Ori,,294.1176,
26169,5.579106,-73.741277,5.79,M2/M3III,Men,,333.3333,
26176,5.580344,9.489579,4.39,B0IV...,Ori,,333.3333,Phi-1
26190,5.582621,-61.176048,6.32,G5IV,Dor,,95.3289,
26197,5.583613,-6.00927,5.67,B1Vvar,Ori,,826.4463,
26199,5.584078,-6.002027,4.78,B0.5V,Ori,,495.0495,
26207,5.585633,9.934158,3.39,O...,Ori,Meissa,336.7003,Lam
26215,5.587011,10.240093,5.6,B9IIIMNp...,Ori,,343.6426,
26219,5.587631,-33.079724,5.76,K0III,Col,,92.4214,
26220,5.587728,-5.387315,4.98,O7,Ori,,100000.0,The-1
26221,5.587907,-5.389696,5.13,O6pe,Ori,,100000.0,The-1
26234,5.589532,-4.42432,6.24,B2.5V,Ori,,408.1633,
26235,5.589695,-5.41606,4.98,O9.5Vpe,Ori,,473.9336,The-2
26237,5.589768,-4.838358,4.58,B2III...,Ori,,271.0027,
26241,5.590551,-5.909901,2.75,O9III,Ori,Hatysa,714.2857,Iot
26248,5.590869,24.039589,5.37,B2.5IV,Tau,,169.4915,
26263,5.593307,-3.25284,6.4,B3IV,Ori,,476.1905,
26264,5.593372,-78.820839,6.04,B8III,Men,,261.7801,Iot
26268,5.594301,-4.856067,5.24,F0III,Ori,,110.2536,
26291,5.59875,27.662347,6.27,K0,Tau,,236.9668,
26300,5.600791,-47.313746,6.1,K2III,Pic,,155.0388,
26309,5.602859,-28.708015,6.26,A2III/IV,Col,,52.7983,
26311,5.603559,-1.20192,1.69,B0Ia,Ori,Alnilam,606.0606,Eps
26315,5.604432,47.71529,6.1,F0V:,Aur,,104.2753,
26344,5.609784,54.428658,5.74,M0III,Aur,,228.833,
26345,5.609915,-6.064752,5.71,B1V...,Ori,,471.6981,
26363,5.61456,40.182375,6.08,G3Ib,Aur,,100000.0,
26366,5.615108,9.290673,4.09,G8III-IV,Ori,,36.0231,Phi-2
26368,5.615273,-66.560287,6.28,B9.5V,Dor,,234.192,
26382,5.617704,17.040324,5.53,F0V,Tau,,48.5909,
26386,5.617884,11.035005,5.97,K4II SB,Ori,,251.8892,
26395,5.619103,-11.775515,6.1,A2V,Lep,,62.8931,
26394,5.61916,-80.469122,5.65,G3IV,Men,,18.315,Pi
26396,5.619123,26.924473,5.83,B9IV-V,Tau,,154.7988,
26408,5.620852,64.15469,6.15,A0V,Cam,,111.2347,
26410,5.621122,66.696692,6.26,A8Vn,Cam,,77.7605,
26412,5.621251,-27.871362,6.15,F0IV,Col,,39.3701,Nu-1
26414,5.622031,8.951875,6.11,B2IV-V,Ori,,344.8276,
26427,5.624266,-5.938391,6.03,B1Vvar,Ori,,408.1633,
26451,5.627413,21.142549,2.97,B4IIIp,Tau,Tianguan,136.4256,Zet
26460,5.629061,-28.68969,5.28,F5V,Col,,40.7997,Nu-2
26463,5.62939,33.559167,6.36,K0,Aur,,154.0832,
26477,5.631496,-4.814034,6.16,B2IV-V,Ori,,495.0495,
26487,5.633644,7.54142,5.87,B8III,Ori,,239.2344,
26515,5.638172,-50.640995,6.43,A0V,Pic,,154.0832,
26535,5.643881,-6.573959,5.96,B1.5IV,Ori,,411.5226,
26536,5.643913,30.492412,5.4,A2V + GIII,Aur,,173.6111,
26545,5.645424,-40.707306,5.81,B8V,Col,,134.7709,
26549,5.645769,-2.600069,3.77,O9.5V...,Ori,,328.9474,Sig
26563,5.648079,-7.212829,4.77,A4V,Ori,,44.603,
26571,5.64927,26.618068,6.45,G9III,Tau,,105.5966,
26592,5.652417,41.358562,6.44,K0,Aur,,78.0031,
26594,5.653096,4.121467,4.5,B3IIIe,Ori,,423.7288,Ome
26602,5.654507,-17.849408,6.4,B4,Lep,,473.9336,
26606,5.655087,29.215213,5.98,B2IV-V,Aur,,324.6753,
26616,5.65753,21.762929,6.42,A1Vn,Tau,,175.7469,
26623,5.658567,-9.706628,6.49,B7V,Ori,,166.9449,
26624,5.658653,-3.564704,5.99,A8Vs,Ori,,42.5713,
26634,5.660817,-34.074108,2.65,B7IV,Col,Phact,80.1282,Alp
26638,5.662144,75.043871,6.19,M0III,Cam,,215.5172,
26640,5.662277,25.897091,5.18,B3IV,Tau,,131.0616,
26649,5.663845,-32.629216,5.44,G6/G8III,Col,,129.3661,
26712,5.676641,31.358197,6.04,B9.5III-IVp,Aur,,190.4762,
26713,5.677027,-2.825236,6.22,B1.5V,Ori,,418.41,
26718,5.678347,31.920607,6.23,M2SIab,Aur,,595.2381,
26727,5.679313,-1.942572,1.74,O9.5Ib SB,Ori,Alnitak,225.7336,Zet
26728,5.679498,-10.408664,6.46,B9.5IIIp Si,Ori,,243.309,
26736,5.680754,-1.128787,4.95,B2IV-V,Ori,,275.4821,
26762,5.684888,0.337753,5.93,F0IV,Ori,,47.9386,
26777,5.688255,16.534148,4.84,B3IV...,Tau,,194.9318,
26779,5.688982,53.481058,6.21,K1V,Aur,,12.2775,
26781,5.68916,29.487418,6.4,B8IV,Aur,,186.2197,
26796,5.690812,-33.400741,6.35,B9.5V,Col,,153.6098,
26820,5.694538,-2.896457,6.41,A9IV-V,Ori,,80.7103,
26821,5.694864,-16.72583,6.22,B4/B5III,Lep,,564.9718,
26853,5.701107,22.660325,6.35,K2,Tau,,99.7009,
26862,5.703217,-30.535442,6.18,A0V,Col,,226.7574,
26865,5.703877,-22.373715,5.88,A2/A3V,Lep,,304.878,
26866,5.704021,-17.530376,6.15,K3III,Lep,,245.7002,
26868,5.704221,-34.667812,5.29,B9/B9.5V,Col,,131.406,
26882,5.707347,65.697649,5.62,K5III,Cam,,83.612,
26885,5.707953,1.474629,4.9,K1III,Ori,,90.009,
26926,5.714976,-6.796168,5.97,F3V,Ori,,49.95,
26942,5.71713,56.581522,6.05,K0III,Cam,,59.1716,
26953,5.719255,-1.613248,6.31,K4III,Ori,,161.2903,
26964,5.722084,23.204372,6.23,B2.5Ve,Tau,,253.8071,
26966,5.722686,-18.557475,5.73,A0V,Lep,,75.0751,
26981,5.725049,-39.406908,6.25,F3V,Col,,52.7704,
27001,5.728092,-45.832864,6.38,F0IIIn,Pic,,85.034,
27046,5.735682,61.476536,6.17,G5III:,Cam,,110.9878,
27072,5.741057,-22.448382,3.59,F7V,Lep,,8.927,Gam
27075,5.741221,-20.126573,6.34,F8/G0V,Lep,,25.5428,
27100,5.746223,-65.735526,4.34,A7V,Dor,,45.8716,Del
27116,5.750358,12.888332,6.47,A3,Tau,,108.5776,
27118,5.750498,4.008111,6.09,F0III:n,Ori,,58.8582,
27164,5.758221,31.324825,6.5,K0,Aur,,230.9469,
27196,5.765012,49.826255,5.46,A0p...,Aur,,126.7427,Omi
27204,5.766637,-32.306435,5.18,B1IV/V,Col,,408.1633,Mu
27212,5.767463,-4.268484,6.24,K1III...,Ori,,111.4827,
27243,5.77427,-46.59718,5.31,K0/K1II,Pic,,143.8849,
27249,5.775106,56.115575,5.93,A4Vn,Cam,,60.7903,
27253,5.776364,1.168193,5.95,G4V,Ori,,39.2773,
27265,5.779305,15.822497,6.0,B8IIIMNp...,Tau,,225.2252,
27280,5.781149,9.522343,5.78,G8III,Ori,,91.3242,
27288,5.782595,-14.82195,3.55,A2Vann,Lep,,21.6076,Zet
27293,5.783346,51.520871,6.47,G5,Aur,,155.7632,
27303,5.784605,-28.638913,6.22,B5III,Col,,230.4147,
27308,5.785501,-16.238079,6.18,G8III,Lep,,223.7136,
27316,5.786987,14.488322,5.72,A3Vn,Tau,,104.1667,
27317,5.787036,-54.360728,6.19,K3III,Pic,,381.6794,
27319,5.787412,42.526748,6.3,K0,Aur,,180.1802,
27321,5.788079,-51.066514,3.85,A3V,Pic,,19.4401,Bet
27325,5.788524,-35.674075,6.29,K1III,Col,,162.6016,
27338,5.79061,17.729141,5.47,F0III,Tau,,546.4481,
27341,5.790803,-10.532958,6.04,A4V,Ori,,204.918,
27346,5.792291,63.598848,6.49,G5,Cam,,145.7726,
27353,5.792963,25.568623,6.48,K1III,Tau,,250.0,
27364,5.795252,13.899599,5.28,B2IV-V,Tau,,194.1748,
27366,5.795941,-9.669605,2.07,B0.5Iavar,Ori,Saiph,198.4127,Kap
27386,5.800065,6.454156,5.26,A5V,Ori,,165.0165,
27421,5.806213,20.869481,6.03,B9Vn,Tau,,167.5042,
27435,5.809706,-4.094648,5.97,G4V,Ori,,15.1768,
27468,5.816935,24.567535,4.88,G8IIIvar,Tau,,111.4827,
27472,5.817963,62.80819,6.18,A4V,Cam,,122.6994,
27483,5.819567,39.181071,4.51,G8III,Aur,,63.4115,Tau
27511,5.825814,12.651324,4.89,B9IV,Tau,,76.2777,
27512,5.826146,-44.875394,6.38,K1III,Pic,,100000.0,
27517,5.826817,-14.483665,5.49,G8III,Lep,,82.0345,
27530,5.830451,-56.166663,4.5,K1III,Pic,,54.2005,Gam
27533,5.831528,-22.971872,5.87,A1V,Lep,,170.3578,
27534,5.831539,-66.901187,5.1,B6V,Dor,,176.0563,Eps
27549,5.834079,9.871218,5.79,G8III,Ori,,109.8901,
27560,5.836962,4.423406,5.96,K2III,Ori,,178.2531,
27566,5.837999,-79.361362,5.46,B9.5V,Men,,87.4126,Kap
27583,5.84134,-52.767879,6.32,K0/K1III,Pic,,214.5923,
27581,5.841363,14.305608,5.54,G9III:,Tau,,97.0874,
27588,5.841674,2.0247,5.97,G8III+...,Ori,,316.4557,
27621,5.848117,-52.108873,5.16,G8III,Pic,,78.6164,
27625,5.848976,51.514583,6.29,K1III,Aur,,87.7193,
27628,5.849329,-35.768309,3.12,K1.5III,Col,Wazn,26.7308,Bet
27629,5.849475,27.967861,5.6,G7III:,Tau,,107.0664,
27639,5.850675,37.305573,4.72,M1III,Aur,,160.2564,Ups
27654,5.855357,-20.879089,3.76,G8III/IV,Lep,,34.8675,Del
27658,5.856107,-7.518003,5.36,B2IV-V,Ori,,321.5434,
27660,5.856416,-64.033566,6.35,G8III,Dor,,346.0208,
27661,5.857153,32.124694,6.28,M3III,Aur,,183.8235,
27670,5.857948,-22.926947,6.16,K0IIICN...,Lep,,126.1034,
27673,5.858166,39.14848,3.97,K0III,Aur,,70.6215,Nu
27705,5.866552,-29.449426,6.47,K3III,Col,,215.5172,
27713,5.868814,-9.0419,5.95,A2Vn,Ori,,98.912,
27731,5.87146,58.964088,6.14,A0Vs,Cam,,148.368,
27737,5.872276,-57.156191,5.93,F7IV,Pic,,132.626,
27743,5.872859,14.171787,5.6,B9p...,Tau,,130.039,
27747,5.873168,19.867849,5.96,B9V + G,Ori,,343.6426,
27750,5.874011,1.855134,4.76,K2IIvar,Ori,,386.1004,
27766,5.875883,-37.631063,5.62,K1III,Col,,98.7167,
27777,5.877685,39.574705,6.4,A2V,Aur,,188.6792,
27778,5.877803,33.917462,6.04,M2II:,Aur,,236.4066,
27795,5.88208,68.471541,6.22,G9III,Cam,,141.6431,
27810,5.885245,-33.801361,4.88,B5V,Col,,102.5641,Lam
27830,5.88879,27.612262,4.56,A0V,Tau,,129.7017,
27890,5.901658,-63.089627,4.65,K1III/IV,Dor,,26.2467,
27900,5.903708,10.586403,6.13,G9II,Ori,,431.0345,
27901,5.903896,-29.147206,6.34,F3V,Col,,53.9084,
27902,5.904377,3.225641,6.3,K0,Ori,,140.4494,
27913,5.906386,20.276174,4.39,G0V,Ori,,8.6633,Chi-1
27937,5.911422,-49.62701,6.11,B3V,Pic,,343.6426,
27938,5.912119,-11.774192,5.62,K3 comp,Lep,,203.252,
27939,5.912232,0.968615,5.99,K0III,Ori,,268.0965,
27947,5.913916,-52.635481,5.29,F0Ve...,Pic,,34.6981,
27949,5.914107,55.706947,4.96,A2V,Aur,,73.046,Xi
27955,5.91458,-39.957857,5.55,M0III,Col,,155.2795,
27965,5.915746,19.749614,5.92,B2V,Ori,,558.6592,
27971,5.916063,59.888367,5.2,A2V,Cam,,143.6782,
27973,5.916387,31.701496,5.9,A5IV,Aur,,84.9618,
27989,5.919529,7.407063,0.45,M2Ib,Ori,Betelgeuse,152.6718,Alp
28010,5.924975,-37.120668,4.97,K1IIICN...,Col,,102.0408,Xi
28011,5.925048,-4.616546,5.87,K2III:,Ori,,96.9932,
28019,5.926491,-4.788587,6.28,A2III,Ori,,102.0408,
28085,5.937296,-22.839975,5.95,K0/K1III,Lep,,88.6525,
28098,5.939151,-31.38244,5.52,F2III,Col,,510.2041,Sig
28103,5.940082,-14.1677,3.71,F1V,Lep,,14.8787,Eta
28110,5.941121,9.509396,5.97,A0IV,Ori,,120.048,
28117,5.942713,28.942266,6.35,A2II,Aur,,100000.0,
28118,5.942899,-23.21531,6.37,K0III,Lep,,137.1742,
28138,5.946946,-31.976247,6.44,G8III,Col,,240.9639,
28139,5.947069,11.521058,5.89,K2III,Ori,,94.6074,
28154,5.948922,24.249689,6.03,A0Ia,Tau,,100000.0,
28180,5.953992,-53.425693,6.48,K5/M0III,Pic,,207.0393,
28199,5.958947,-35.28328,4.36,B2.5IV,Col,,266.6667,Gam
28205,5.959716,66.096099,6.24,K0,Cam,,149.7006,
28232,5.965137,1.22431,6.22,M0III,Ori,,148.8095,
28237,5.966571,25.953912,4.81,B1Ib,Tau,,476.1905,
28252,5.96992,-0.994018,6.21,K0,Ori,,103.5197,
28271,5.973456,1.837108,5.89,A5me del Del,Ori,,111.7318,
28287,5.977097,-44.034562,5.81,G8II,Pic,,362.3188,
28296,5.980437,0.552979,5.21,A1Vs,Ori,,136.612,
28302,5.981455,12.808264,5.7,K2III...,Ori,,243.309,
28321,5.983633,-9.382223,6.15,F2IV,Mon,,90.3342,
28325,5.984531,-9.55825,5.04,A6m,Mon,,87.7963,
28328,5.985778,-42.815135,3.96,K0III,Col,,144.7178,Eta
28343,5.989384,49.92454,5.9,G5III,Aur,,328.9474,
28358,5.992111,54.284656,3.72,K0III,Aur,,38.6399,Del
28360,5.992149,44.947433,1.9,A2V,Aur,Menkalinan,24.8694,Bet
28380,5.995351,37.212585,2.65,A0p Si,Aur,Mahasim,50.7614,The
28385,5.996063,55.320857,6.42,A5m,Aur,,101.3171,
28390,5.996652,54.547009,6.14,K2III,Aur,,94.162,
28404,5.998917,45.936736,4.3,M3IIvar,Aur,,230.4147,Pi
28413,6.00093,-3.074253,4.53,K2IIIvar,Ori,,129.0323,
28434,6.004905,-12.900034,6.21,F2IV,Lep,,62.8536,
28438,6.005252,44.592013,6.21,K2III...,Aur,,107.9914,
28484,6.013661,-51.216319,5.65,A1m...,Pic,,65.189,
28499,6.016267,47.901923,5.71,B9.5p SiFe,Aur,,354.6099,
28500,6.016793,27.572362,6.04,B9Iab,Gem,,704.2254,
28517,6.019457,31.034517,6.18,A2V,Aur,,71.9424,
28520,6.020305,-25.417763,6.04,A0V,Lep,,109.8901,
28524,6.021194,-33.911835,5.54,K5III,Col,,188.3239,
28532,6.022272,85.182113,6.17,M0III,Cep,,416.6667,
28561,6.02823,22.401001,6.36,B8V,Gem,,240.9639,
28562,6.028627,48.959445,5.98,K0,Aur,,242.1308,
28574,6.030673,-10.59793,4.92,B5III,Mon,,240.3846,
28596,6.035924,-60.09683,6.41,M4III,Pic,,294.1176,
28614,6.039722,9.647276,4.12,Am...,Ori,,47.5059,Mu
28622,6.042726,-14.497157,6.2,K0III,Lep,,125.3133,
28634,6.04587,47.809529,6.49,F5,Aur,,28.6123,
28637,6.046833,49.905678,6.04,B9.5IV,Aur,,130.2083,
28642,6.048193,43.378334,6.38,K0,Aur,,106.9519,
28644,6.048657,32.635697,6.23,F4V,Aur,,47.5511,
28656,6.051198,57.018314,6.5,G5,Cam,,204.0816,
28675,6.054333,-26.284544,5.03,K3II/IIICNv,Lep,,124.6883,
28677,6.054982,42.911564,6.08,K0III,Aur,,65.2316,
28686,6.05688,11.681065,6.09,A0Vs,Ori,,158.9825,
28691,6.057602,19.690561,5.14,B8V,Ori,,220.2643,
28716,6.065329,20.138452,4.64,B2Iavar,Ori,,552.4862,Chi-2
28734,6.068671,23.263341,4.16,G7III,Gem,,47.5511,
28744,6.070417,-6.708941,5.19,B2Vne+,Mon,,403.2258,
28756,6.072296,-32.17243,5.65,B2V,Col,,308.642,
28764,6.074572,-45.036603,6.35,G0IV-V,Pup,,26.5675,
28765,6.074752,51.573395,6.39,A7III,Aur,,134.9528,
28790,6.077811,-45.078932,5.93,F4V,Pup,,26.8962,
28812,6.082829,5.41997,5.67,G7III:,Ori,,401.6064,
28814,6.082878,4.158671,5.63,G4III,Ori,,100000.0,
28816,6.083091,-16.484435,4.92,Ap shell,Lep,,278.5515,
28820,6.084051,37.964272,6.32,K0III+...,Aur,,182.8154,
28823,6.084276,42.981635,5.9,F3V,Aur,,49.7265,
28829,6.085619,59.39321,6.32,K1III-IV,Cam,,132.4503,
28831,6.085924,75.585919,6.28,K5,Cam,,240.9639,
28854,6.090842,-10.242596,5.88,F4V:,Mon,,54.9149,
28855,6.090882,-35.513647,5.8,A0V,Col,,83.1255,
28861,6.09275,33.59905,6.23,B9sp...,Aur,,214.5923,
28899,6.101538,-29.758624,5.79,A1V,Col,,85.2515,
28908,6.102375,35.38774,6.12,G0V,Aur,,25.6213,
28910,6.10259,-14.935254,4.67,A0V,Lep,,52.9661,The
28909,6.102603,-66.039621,5.72,A0V,Dor,,98.6193,Eta-1
28930,6.106235,29.512414,6.01,M3II comp,Aur,,225.2252,
28943,6.108916,-23.110846,5.46,A2V,Lep,,141.0437,
28946,6.109749,38.482644,5.35,A4m,Aur,,104.4932,
28949,6.11076,-4.193836,5.37,B5IV,Mon,,324.6753,
28951,6.110883,63.453838,6.42,K0,Cam,,118.4834,
28957,6.111402,-42.298804,6.15,Am,Col,,83.4028,Pi-1
28984,6.115976,-21.812299,5.74,M3II/III,Lep,,384.6154,
28988,6.117187,-45.09151,6.48,K1III,Pup,,112.7396,
28991,6.117604,-62.154581,5.04,K2/K3III,Pic,,110.8647,
28992,6.117686,-34.312021,5.82,B4Vnn,Col,,312.5,
29025,6.124099,41.854282,6.15,K0III,Aur,,217.8649,
29034,6.125453,-37.25292,5.0,B8:IV,Col,Elkurud,221.2389,The
29038,6.126201,14.768472,4.42,B3IV,Ori,,158.2278,Nu
29048,6.128233,-19.165866,5.28,M1III,Lep,,257.0694,
29064,6.13135,-42.154043,5.5,A0V,Col,,74.4602,Pi-2
29114,6.13976,41.055726,6.34,G9III,Aur,,127.8772,
29129,6.142953,-44.356212,6.26,B8II,Pup,,227.2727,
29134,6.145643,-68.843409,5.06,B8V,Dor,,91.9118,Nu
29140,6.146584,-6.821373,6.46,G5,Mon,,104.6025,
29150,6.149407,-22.427412,5.49,A0V,Lep,,75.5287,
29151,6.149418,2.499692,5.7,A3Vn,Ori,,200.8032,
29178,6.15561,-18.126385,6.36,B9Vn...,Lep,,152.6718,
29185,6.156508,-49.562831,6.48,F8V,Pup,,59.1716,
29196,6.15901,22.190262,5.93,K4III,Gem,,632.9114,
29205,6.15959,-14.584619,5.56,K2III,Lep,,63.8162,
29210,6.16007,-5.711429,6.16,F3IVw,Mon,,62.5,
29225,6.162218,23.113466,5.75,B2.5Ib,Gem,,100000.0,
